# first 1000 are full spectra, next 1000 have random lines missing, next 1000 is just noise
2.088385441252396113e+00 9.710877689902790877e+00 3.183225706750134609e+00 3.765783638307455217e+00 5.684228201557965043e+00 1.130865957449686121e+01 4.637281142595794492e+00 3.247168365377631094e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.346116930591844785e+00 8.466249999432115203e+00 2.775236749813847048e+00 2.321572420614478993e+00 6.385729261273392687e+00 6.971688950794229456e+00 4.289829819720663018e+00 3.003872151614496833e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.240003655311738864e-15 1.679464700643506975e-09 5.505285288709416087e-10 4.207234560738015960e-15 3.375077994860475725e-15 1.263433802023428111e-14 2.552213762950745313e+00 1.787139390064243161e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.966889249577096876e+00 4.184101361714846590e+00 1.371548426370126750e+00 3.136202242790328221e+00 5.353536335267003565e+00 9.418024753124107917e+00 3.508782018895755250e+00 2.456958209436142404e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.865142030016294861e+00 8.945990532711352472e+00 2.932495696622781090e+00 3.430425679239051284e+00 7.798426864497264077e+00 1.030157861633348659e+01 3.762855556442941118e+00 2.634868396080765507e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.717011509758413546e+00 1.107390502382447472e+01 3.630026066809662666e+00 4.102680244963801570e+00 1.011706997756781057e+01 1.232036109598739060e+01 5.952021189990139405e+00 4.167790203760338485e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.278425898868579047e+00 9.374350105319175341e+00 3.072911964523625361e+00 3.023440199666590722e+00 6.201485843409306753e+00 9.079399998998770371e+00 3.654167694831472968e+00 2.558761777768694845e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.701467082256265861e+00 1.228094412504670174e+01 4.025693484190308702e+00 5.500010467968765582e+00 1.007476070292941017e+01 1.651654795185815416e+01 5.481051609314048889e+00 3.838002667400076895e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.507772867866755462e+00 8.486432782787041162e+00 2.781852666197591972e+00 4.017476463327778191e+00 6.825729090546421851e+00 1.206449388386720045e+01 4.241601419466414669e+00 2.970101126998399899e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.461753852260098574e-01 4.519965518860090015e+00 1.481644697082337370e+00 1.480052533905135803e+00 2.575327668007648008e+00 4.444602203919326477e+00 2.595777229816183862e+00 1.817643883352835221e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.779220677279472085e+00 1.048792479206201911e+01 3.437941746837929635e+00 4.241857917960571100e+00 7.564563628958824282e+00 1.273831206594765852e+01 4.992996880446771257e+00 3.496251579333919945e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.893376436675615393e-01 4.149684983452180731e+00 1.360266737575624552e+00 1.188394470713722173e+00 2.148442143896466039e+00 3.568752164305471375e+00 1.899906554193751429e+00 1.330373611227331221e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.457794216089260297e+00 5.435171310434104619e+00 1.781649155560299347e+00 2.360326051886038279e+00 3.967866674167828567e+00 7.088066221879995688e+00 2.915544990174275597e+00 2.041555206340085249e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
