# first 1000 are full spectra, next 1000 have random lines missing, next 1000 is just noise
5.561469155283940008e-02 1.639897647565498939e+00 5.728162482946288492e-01 6.925910785283745374e-01 2.638198410318475240e-01 2.071765116746558721e+00 7.515245136212854726e-01 4.954997782167109288e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.074785901969518009e-01 5.426976919100023444e+00 1.895643037841638234e+00 1.259194755792240272e+00 3.395668470015794416e+00 3.766660950619923121e+00 1.821754331641810776e+00 1.201130303713200398e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.457486548113267943e-01 1.168757681685502980e+01 4.082470582127461611e+00 2.560571318235938865e+00 4.856571725789398108e+00 7.659501400645943647e+00 2.903447403490928558e+00 1.914318852436822427e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.456166052177282035e-12 1.647123685125780224e+00 5.753403032144350782e-01 7.496969933190741342e-01 3.362272682494449069e-11 2.242587476276022063e+00 8.493766365260169149e-01 5.600162435063078537e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.356099943725164181e+00 9.312074697828101932e+00 3.252707691951356228e+00 2.233949795982361319e+00 4.781786565896226193e+00 6.682470224296624295e+00 2.498407262007630525e+00 1.647265287800903533e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.183947910425775296e+00 9.006258450805351146e+00 3.145886076866308834e+00 2.016122218153518553e+00 4.433371649765392775e+00 6.030877110839123034e+00 2.658370477420839428e+00 1.752733221745130576e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.625274911201309180e+00 1.687014627412244039e+01 5.892742093550968896e+00 4.553687437255419468e+00 8.588635291117949322e+00 1.362155978837995818e+01 4.640876683260313662e+00 3.059851442777288710e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.123108512279152427e+00 1.195550132020592926e+01 4.176056611147931363e+00 2.592576606728170585e+00 5.510469103973455240e+00 7.755239625271225457e+00 2.791026820417803034e+00 1.840197020121186355e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.783949610581962775e-01 6.158779070969417013e+00 2.151261529489617352e+00 9.510326750003782470e-01 1.733451754246879917e+00 2.844847965900024978e+00 1.868593021430510648e+00 1.232012277596433503e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.069315203939988468e+00 1.617848745000318189e+01 5.651145666286110369e+00 4.098932564279325064e+00 8.485147919395771510e+00 1.226124009655795888e+01 5.683850383453678212e+00 3.747511296534369762e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.065194640373672286e+00 1.541253869696461720e+01 5.383599766849740398e+00 3.771911532881291329e+00 7.380422600102635400e+00 1.128301385845435689e+01 4.510288661588779391e+00 2.973751342776276729e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.310364965882699018e+00 1.783810397223619404e+01 6.230849717502103147e+00 4.741623652250817500e+00 8.285898879692702224e+00 1.418373811621542835e+01 3.945490522116742227e+00 2.601365149414348377e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.064095848691567925e+00 9.919732952580414320e+00 3.464962720336338897e+00 2.559504816593952903e+00 4.830535698086839247e+00 7.656311147454242239e+00 3.458854162398655951e+00 2.280513062832897564e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.461856505627066705e+00 1.198105174952153718e+01 4.184981376107873352e+00 2.460105315019270655e+00 5.364119038996102873e+00 7.358974917796203385e+00 1.535409119606505168e+00 1.012335412149077074e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.105451853707842602e+00 6.059967713732289596e+00 2.116746722406689152e+00 1.837284773073676991e+00 4.069104947284212237e+00 5.495916162350215295e+00 1.993229804317222076e+00 1.314188570130693012e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.343746439624768918e+00 1.888646965892074192e+01 6.597043851861014829e+00 3.985857275618527318e+00 8.238862948790435681e+00 1.192299514094683666e+01 4.600513848070774792e+00 3.033239169295691262e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.533001380975611783e+00 8.822627629081303269e+00 3.081743830838099107e+00 1.876899605953650907e+00 5.658070864572928294e+00 5.614417008536197962e+00 2.539069426239132898e+00 1.674074916752906317e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.310016410043896296e-01 1.307570040451725291e+01 4.567342151297876462e+00 2.742094905444778075e+00 5.282812433159245202e+00 8.202497473660718796e+00 3.885460419501485241e+00 2.561785731853026160e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.287445057355636442e-05 3.026455635997946203e+00 1.057140953654082782e+00 1.068836430146790972e+00 1.267377353062264511e+00 3.197237302263808090e+00 2.896625205107088874e+00 1.909820798514596962e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.015052070747748836e+00 1.829654472023313616e+01 6.390983070777433994e+00 5.851568458725380673e+00 8.362248353013429281e+00 1.750394393875375698e+01 2.944978639936816744e+00 1.941701483442221043e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.031960001385775039e+00 1.065797031810541817e+01 3.722829032114222336e+00 2.175902222813549614e+00 4.033839644445938788e+00 6.508831058371372436e+00 2.821006105715533341e+00 1.859963147435572894e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.816093588740071096e-01 4.124607741169155517e+00 1.440725483990385802e+00 9.651315243367383223e-01 2.568377324969574271e+00 2.887022208605260154e+00 1.165629000174201790e+00 7.685297027587537633e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.443596250584264995e-01 1.730343864236274243e+01 6.044091117777306899e+00 3.765921399341737974e+00 7.314402947271259947e+00 1.126509542130343355e+01 4.565101747414491484e+00 3.009891044645936375e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.708852381705598555e-02 4.760439270933797040e+00 1.662821437337175468e+00 1.121451264433301676e+00 2.004915541832093417e+00 3.354625379698778609e+00 5.089331496357163420e-01 3.355529436511613395e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
