# first 1000 are full spectra, next 1000 have random lines missing, next 1000 is just noise
2.386293591309642803e+00 9.207077719739809041e-01 3.171838274450363704e-01 1.387091450968252815e+00 8.370023119290223690e+00 4.074886753725772692e+00 1.246567154339929484e+00 7.947004681498975875e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.892797483386354340e+00 5.649959401751816213e-01 1.946411013903500409e-01 5.882866928519324690e-01 6.639065181993525577e+00 1.728221776885818128e+00 4.104521743453714566e-01 2.616678403323801083e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.471965339009147833e-01 5.206166698791312442e-01 1.793524427733607096e-01 5.742971776039036413e-01 2.620822637323446891e+00 1.687124493548483262e+00 1.204344237416091090e+00 7.677828875532902719e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.819693472580563132e+00 1.947177487547793406e+00 6.708026444602147587e-01 1.362470278844341021e+00 9.890191064821335587e+00 4.002556635852941191e+00 1.479773162386313734e+00 9.433719000295255341e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.899904021440075974e-01 3.602347944225795295e+00 1.241008866785786369e+00 1.058730564890986108e-07 3.121678015236785342e+00 3.110254303440029950e-07 2.693327215247987017e-01 1.717026147678176184e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.690204181646890236e+00 9.660690169716467102e-01 3.328107763467322844e-01 1.042365800635163486e+00 5.928460826541178896e+00 3.062179202806003531e+00 1.999673432213239010e+00 1.274814122283079776e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.055292691251845272e-02 8.498055757021267809e-01 2.927580208293826258e-01 3.961613135471292457e-02 1.422410624781425825e-01 1.163811144380520746e-01 4.525376691645107918e+00 2.884978128040997181e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.997695693389405891e-01 1.130561388951178969e-08 3.894783984936811192e-09 3.364395599866930597e-01 1.402208240403158834e+00 9.883653348610256240e-01 8.505754131273040031e-01 5.422513152666734726e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.732147533737502521e+00 3.068631634059511448e+00 1.057143597933501544e+00 1.019726408136965690e+00 9.583120076245185359e+00 2.995670999227278752e+00 2.205676687121340684e+00 1.406143495551026579e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.914332558009521845e+00 9.547030606252709939e-01 3.288952043854058149e-01 8.781248029684871614e-01 6.714600343772437085e+00 2.579685085101313557e+00 7.808581661183749967e-01 4.978057925018328222e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.898584824388599213e+00 2.036640067109498187e+00 7.016225031192220296e-01 1.605878711166978334e+00 1.016690573268537001e+01 4.717622535743180023e+00 1.477789087081112562e+00 9.421070298872322724e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.705348249266113170e+00 1.207327620169045268e+00 4.159243651482360526e-01 8.384017784672757045e-01 5.981579267857289217e+00 2.462989948493759407e+00 1.334407238580761490e+00 8.506995018365175465e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.042475992181632893e+00 9.940887664717280581e-01 3.424635800495102744e-01 1.175666312907708067e+00 1.067160993399380153e+01 3.453778827578461552e+00 1.035916593748587911e+00 6.604083856614738623e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
3.590938902784473807e+00 1.679013686859940346e+00 5.784202151232494815e-01 2.015846313009510116e+00 1.259536619706935667e+01 5.921992693917479400e+00 1.183122892281420535e+00 7.542540432751628776e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.858836535827741332e-01 1.330730914805035581e-01 4.584368001503347917e-02 5.741640351794486952e-01 1.704256939960624662e+00 1.686733358341506506e+00 2.531174909427885700e-01 1.613652243674541520e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
